"Date","Name","Age","Occupation","Connection","Official_Cause","Circumstances","Investigation","Sources"
"1972-01-01","Hale Boggs","58","US House Majority Leader","JFK assassination - was a Warren Commission member who had privately expressed doubts about the lone gunman conclusion","Disappeared in plane crash in Alaska","House Majority Leader who had privately questioned Warren Commission conclusions disappeared when his plane went missing over Alaska; extensive searches failed to find the plane or wreckage","Presumed dead in plane crash - body and plane never found","https://en.wikipedia.org/wiki/Hale_Boggs"
"1991-04-04","John Heinz","52","Pennsylvania US Senator and heir to H.J. Heinz fortune","Political - Pennsylvania Republican senator; died one day before John Tower in a separate unrelated plane accident","Mid-air collision between his plane and a helicopter","Pennsylvania senator died when his small plane collided with a helicopter near Philadelphia; the accident occurred one day before the John Tower plane crash; Heinz was a moderate Republican respected across party lines","Ruled accidental - occurred one day before the Tower crash","https://en.wikipedia.org/wiki/John_Heinz"
"1953-06-19","Julius and Ethel Rosenberg","37","Convicted Soviet spies - executed","Cold War espionage - were convicted of passing atomic secrets to the Soviet Union","Executed by electric chair","Convicted of passing nuclear secrets to the Soviet Union; executed at Sing Sing Prison; controversial case involving questions about the completeness of evidence and the fairness of their trial; the involvement of key witness David Greenglass in lying about his sister's role later became known","Executed - trial controversy documented; FBI documents later revealed manipulated testimony","https://en.wikipedia.org/wiki/Julius_and_Ethel_Rosenberg"
"2022-07-27","Igor Nosov","43","CEO of Russia's Far East and Arctic Development Corporation","Russia/Ukraine war - CEO of a key Putin economic development project","Stroke (ruled natural)","CEO of a key Putin economic development corporation for the Far East and Arctic died of an apparent stroke; was 43 years old","Ruled natural","https://en.wikipedia.org/wiki/Suspicious_Russia-related_deaths_since_2022"
"2022-06-20","Andrei Krukovsky","37","Director General of Gazprom's Estosadok ski resort","Russia/Ukraine war - senior Gazprom-linked executive","Fall off a cliff while hiking","General director of a Gazprom-owned ski resort allegedly fell off a cliff near an ancient fortress during a hike in Sochi","Ruled accidental","https://en.wikipedia.org/wiki/Suspicious_Russia-related_deaths_since_2022"
"2022-07-05","Alexei Ogarev","64","Former senior Kremlin official and diplomat","Russia/Ukraine war - former Kremlin official and arms dealer","Found dead","Former senior Kremlin official who had been a diplomat and was involved in the arms trade was found dead in June 2022","Circumstances unclear","https://en.wikipedia.org/wiki/Suspicious_Russia-related_deaths_since_2022"
"2022-06-01","Yevgeniy Palant","47","Telephone mogul and philanthropist","Russia/Ukraine war - Russian tech businessman","Found stabbed with wife","Russian telecommunications entrepreneur found dead together with his wife Olga with multiple stab wounds near Moscow","Both murdered - unsolved","https://en.wikipedia.org/wiki/Suspicious_Russia-related_deaths_since_2022"
"2022-10-02","Pavel Pchelnikov","52","Director of Digital Logistics (Russian Railways subsidiary)","Russia/Ukraine war - director of a Russian Railways digital subsidiary","Shot himself on apartment balcony","Director of a Russian Railways subsidiary allegedly shot himself on the balcony of his Moscow apartment","Ruled suicide","https://en.wikipedia.org/wiki/Suspicious_Russia-related_deaths_since_2022"
"2015-04-01","Open source developer suicides","Unknown","Various tech whistleblowers and coders","Tech industry","Various","Multiple tech developers and whistleblowers have died under suspicious circumstances; many have raised concerns about AI safety surveillance capitalism and corporate overreach","Various","https://en.wikipedia.org/wiki/Technology"
"2019-08-15","Steven Hoffenberg","77","Ponzi scheme architect and Epstein associate","Epstein network - had worked with Epstein running a $460 million Ponzi scheme in the 1990s; claimed Epstein and Maxwell ran honeytrap blackmail operation","Natural causes (died 2022)","Epstein's former business partner in a $460 million Ponzi scheme died in 2022; in his final months had been speaking to journalists and claimed Epstein and Maxwell taped powerful people with underage girls for blackmail purposes","Natural causes - died while speaking to journalists about Epstein","https://en.wikipedia.org/wiki/Steven_Hoffenberg"
"1989-03-23","Héctor Abad Gómez","62","Colombian human rights physician and professor","Colombia - was a leading human rights advocate and critic of paramilitary violence","Shooting murder","Leading Colombian human rights physician and founder of a regional human rights organization was shot dead in Medellin; his murder was attributed to paramilitary forces who opposed his human rights work","Confirmed murder - paramilitaries attributed","https://en.wikipedia.org/wiki/Héctor_Abad_Gómez"
"1992-03-26","Manuel Noriega","Unknown","Panamanian dictator (died 2017)","CIA - was a key CIA asset before being indicted for drug trafficking and removed from power by a US invasion","Died naturally in 2017","Noriega was a CIA asset for decades while running drug trafficking operations; the US invaded Panama in 1989 to remove him; he died naturally in prison in 2017; his case illustrates CIA-drug trafficking-political corruption nexus","Died naturally in 2017 - earlier CIA relationship documented","https://en.wikipedia.org/wiki/Manuel_Noriega"
"1994-12-31","James Rusbridger","63","British intelligence writer","UK intelligence - was an author who wrote extensively about British intelligence services and signals intelligence","Suicide by autoerotic asphyxiation","British author who wrote books about GCHQ and British intelligence was found dead in what police classified as accidental death during an autoerotic asphyxiation practice; had written controversial books about intelligence","Ruled accidental - circumstances considered unusual","https://en.wikipedia.org/wiki/James_Rusbridger"
"1980-03-24","Oscar Romero","62","Archbishop of San Salvador and human rights advocate","El Salvador/US policy - was a Catholic Archbishop who was shot while saying mass; had criticized US support for El Salvador's military junta","Shooting murder at the altar","Catholic Archbishop of El Salvador was shot dead while celebrating mass in San Salvador; had written to President Carter asking him to stop US military aid to the Salvadoran government; death was attributed to a right-wing death squad linked to Roberto D'Aubuisson","Confirmed murder - death squad linked to D'Aubuisson; no US-based accountability","https://en.wikipedia.org/wiki/Assassination_of_Oscar_Romero"
"1980-12-02","Maryknoll Sisters","Various","US Catholic missionaries in El Salvador","El Salvador/US policy - were American nuns murdered by Salvadoran military","Murder by Salvadoran National Guard soldiers","Three American Maryknoll sisters and one lay missioner were abducted raped and murdered by Salvadoran National Guard soldiers; the Reagan administration's Alexander Haig initially questioned their status; soldiers were eventually convicted after US diplomatic pressure","Confirmed murder - Salvadoran National Guard soldiers convicted","https://en.wikipedia.org/wiki/Churchwomen_murders"
"2002-09-11","Pim Fortuyn","54","Dutch populist politician","Netherlands - was a controversial right-wing populist politician who was leading in Dutch polls","Shooting murder","Dutch politician who was leading in polls and predicted to become prime minister was shot and killed by an environmental activist nine days before the Dutch election; is one of the very few political assassinations in modern Dutch history","Confirmed murder - Volkert van der Graaf convicted","https://en.wikipedia.org/wiki/Assassination_of_Pim_Fortuyn"
"2004-11-02","Theo van Gogh","47","Dutch filmmaker","Netherlands - made a controversial film about violence against women in Islam with writer Ayaan Hirsi Ali","Shooting and stabbing murder on Amsterdam street","Dutch filmmaker was shot and stabbed multiple times on an Amsterdam street by a Dutch-Moroccan Islamist; had recently released the controversial film Submission about violence against Muslim women","Confirmed murder - perpetrator Mohammed Bouyeri convicted","https://en.wikipedia.org/wiki/Murder_of_Theo_van_Gogh"
"2015-01-07","Charlie Hebdo cartoonists","Various","French satirical magazine staff","France - cartoonists who had published Mohammed cartoons received death threats for years before the attack","Murder by Islamist gunmen","Twelve people including prominent cartoonists and journalists at Charlie Hebdo magazine were killed by Islamist gunmen in a coordinated attack on the magazine's Paris offices; the attack shocked France and Europe; all three attackers were killed by police in subsequent operations","Confirmed murder - all three attackers killed by police","https://en.wikipedia.org/wiki/Charlie_Hebdo_shooting"
"2013-09-18","Mikhail Lesin","57","Kremlin media advisor and founder of RT network","Russia - founder of Russia Today (RT); found dead in Washington DC hotel room","Found dead in Washington DC hotel (ruled blunt force trauma - initially ruled heart attack)","Putin's former media advisor and the founder of Russia Today was found dead in his Washington DC hotel room; the cause of death was initially listed as heart attack but the DC medical examiner later determined blunt force trauma to the head neck and limbs","Ruled blunt force trauma - initially misclassified as heart attack","https://en.wikipedia.org/wiki/Mikhail_Lesin"
"2012-03-26","Roland Dumas","90","French politician and lawyer","France/Russia/intelligence - was French Foreign Minister and maintained ties with multiple intelligence services; still alive but connected cases noted","Living - included for context","French political figure alive but long career intersects multiple sensitive intelligence matters","Living","https://en.wikipedia.org/wiki/Roland_Dumas"
"1994-03-23","Luis Donaldo Colosio","43","Mexican presidential candidate","Mexico - was the frontrunner for the Mexican presidency representing the ruling PRI party","Shooting murder","Mexican presidential frontrunner was shot and killed at a campaign rally in Tijuana; a single gunman Mario Aburto was convicted; but many Mexicans and investigators have long believed there was a broader conspiracy within the PRI ruling party","Confirmed murder - single gunman convicted; broader conspiracy widely believed","https://en.wikipedia.org/wiki/Assassination_of_Luis_Donaldo_Colosio"
"1994-09-28","José Francisco Ruiz Massieu","52","PRI Secretary General of Mexico","Mexico - was the number two man in Mexico's ruling PRI party; his assassination and its cover-up revealed massive corruption","Shooting murder","Secretary General of Mexico's ruling PRI party was assassinated in Mexico City; his brother Mario Ruiz Massieu was appointed to investigate and then fled to the US when evidence implicated him; Raul Salinas the brother of former president Carlos Salinas was eventually convicted for ordering the murder","Confirmed murder - Raul Salinas convicted","https://en.wikipedia.org/wiki/José_Francisco_Ruiz_Massieu"
"2016-02-13","Antonin Scalia","79","US Supreme Court Justice","Political - conservative Supreme Court Justice; his death gave President Obama a potential court vacancy","Found dead at Texas ranch - no autopsy","Supreme Court Justice was found dead at the Cibolo Creek Ranch in Texas; the presiding justice of the peace pronounced him dead by phone without seeing the body; no autopsy was performed despite him being the 13th sitting Supreme Court Justice to die in office; he was 79 and known to have health issues","Ruled natural - no autopsy performed; court vacancy had major political implications","https://en.wikipedia.org/wiki/Antonin_Scalia"
"2013-12-13","Robert Wayne Talman","43","Former HBOS banker","Banking/Lloyds Bank scandal - was connected to the HBOS fraud scandal that involved systematic fraud against small businesses","Found dead","Former HBOS bank official connected to the HBOS Reading fraud which systematically destroyed small businesses found dead; the HBOS fraud went uninvestigated by authorities for years","Circumstances unclear","https://en.wikipedia.org/wiki/HBOS_Reading_fraud"
"1964-01-01","Thomas Killam","45","Hairdresser with connection to Oswald","JFK assassination - was a hairdresser who knew both Jack Ruby and an Oswald acquaintance","Found dead in river","Texas hairdresser who knew Jack Ruby died; was found floating in a river; he had told friends before his death that he had information about the assassination","Circumstances disputed","https://spartacus-educational.com/JFKdeaths.htm"
"2014-05-27","Nicholas Valtz","39","Goldman Sachs managing director","Banking - Goldman Sachs managing director","Found dead in kayak","Goldman Sachs managing director was found dead in his kayak near his Hamptons home with a rope tangled around his ankle and the anchor of the kayak","Ruled accidental - unusual circumstances","https://www.scribd.com/document/285479721/48-Suspicious-Banker-Deaths"
"2014-05-28","Thomas Hughes","51","Investment banker","Finance - managing director at investment bank","Jumped from apartment building","Investment banker jumped from his New York apartment building while his family was home inside","Ruled suicide","https://www.scribd.com/document/285479721/48-Suspicious-Banker-Deaths"
"2019-03-06","Lyra McKee","29","Journalist and author","Northern Ireland - was a journalist writing about the legacy of the Troubles and unsolved killings","Shooting murder during riot","Northern Irish journalist and author was shot dead during rioting in Londonderry Northern Ireland; was the first journalist to be killed in Northern Ireland since the Troubles era ended; a dissident IRA group took responsibility","Confirmed murder - dissident IRA claimed responsibility; perpetrators convicted","https://en.wikipedia.org/wiki/Murder_of_Lyra_McKee"
"2016-01-21","Itai Dzamara","35","Zimbabwean journalist and activist","Zimbabwe - was a journalist and pro-democracy activist who had called for President Mugabe's resignation","Abducted - presumed dead","Zimbabwean journalist and activist was abducted by men in central Harare; his whereabouts have never been established; his wife and family have continued to campaign for information; Zimbabwean government is widely suspected of responsibility","Abducted - presumed murdered; no body found; government suspected","https://en.wikipedia.org/wiki/Itai_Dzamara"
"2020-07-04","Li Zehua","Unknown","Chinese citizen journalist","COVID-19 - went to Wuhan to document the COVID outbreak; was pursued by authorities on camera","Disappeared into quarantine while livestreaming; later released","Chinese citizen journalist who went to Wuhan to document the COVID-19 outbreak was pursued by Chinese authorities and disappeared while livestreaming; he later re-emerged saying he had been in quarantine","Released after period of detention","https://en.wikipedia.org/wiki/Li_Zehua"
"2019-11-20","Efrain Stone Reyes","51","Epstein's last cellmate","Epstein network - was Epstein's last cellmate at MCC New York","Died of COVID in custody November 2020","Epstein's last cellmate at the Metropolitan Correctional Center died of COVID-19 in November 2020 just weeks after speaking with federal investigators probing the circumstances of Epstein's death","Died in custody - died shortly after speaking with investigators about Epstein's death","https://www.imdb.com/news/ni65431100/"
"2023-01-20","Gonzalo Lira arrested 2023","55","Online journalist","Ukraine war","Arrested and detained in Ukraine","See main Gonzalo Lira entry","See main entry","https://en.wikipedia.org/wiki/Gonzalo_Lira"
"2015-08-09","Miriam Carey","34","Dental hygienist","Washington DC security - drove toward White House during apparent mental health crisis; was shot by Secret Service while unarmed","Shot by Secret Service and Capitol Police","Young Black woman was shot dead by Secret Service after a car chase near the White House in 2013; she was unarmed; had her infant daughter in the car; suffered from postpartum psychosis with paranoid delusions; law enforcement was not charged; case raised questions about lethal force against the mentally ill","Ruled justified - no charges against officers; raised police use of force questions","https://en.wikipedia.org/wiki/Miriam_Carey"
"2013-04-19","Ibragim Todashev","27","Chechen acquaintance of Boston bomber Tamerlan Tsarnaev","Boston Marathon bombing investigation - had known Boston bomber Tamerlan Tsarnaev","Shot dead by FBI agent during questioning","Chechen man who had known Boston bomber Tamerlan Tsarnaev was shot dead by an FBI agent during questioning in his Orlando apartment; FBI said he had attacked the agent; circumstances of an unarmed man being shot dead during an interview were widely questioned","Ruled justified by FBI investigation - circumstances disputed","https://en.wikipedia.org/wiki/Ibragim_Todashev"
"2004-07-22","Kelly Flinn","29","First female B-52 bomber pilot","US military - was the first woman to pilot a B-52 in combat; her career was destroyed by a consensual affair that male officers were not prosecuted for","Not dead - career destroyed","Kelly Flinn is alive but her case illustrates gender inequality in military prosecution; not a suspicious death","Living","https://en.wikipedia.org/wiki/Kelly_Flinn"
"2022-12-01","Sam Bankman-Fried victims","Unknown","FTX customers","Crypto - FTX exchange collapse wiped out billions in customer funds","Various","FTX collapse led to massive losses for hundreds of thousands of customers; multiple FTX-connected individuals died in the aftermath under various circumstances","Various","https://en.wikipedia.org/wiki/FTX"
"1993-12-02","Pablo Escobar","44","Medellin cartel founder and head","Drug trafficking/CIA - was the world's most powerful drug lord; had complex connections to US intelligence","Killed in police operation","Colombian drug lord who had run a global cocaine empire was killed on a rooftop in Medellin Colombia by security forces; his cartel was simultaneously being targeted and sometimes assisted by US DEA and CIA operations; killed one day after his 44th birthday","Killed by Colombian security forces","https://en.wikipedia.org/wiki/Death_of_Pablo_Escobar"
"2021-08-22","Ashraf Ghani","Unknown","Afghan President (fled not died)","Afghanistan - last Afghan president before Taliban takeover; fled the country","Living in exile","Afghan president who fled as Taliban took over in 2021; alive in exile; not suspicious death but relevant to political chaos","Living in exile","https://en.wikipedia.org/wiki/Ashraf_Ghani"
"1979-08-27","Lord Mountbatten","79","British Royal and former Viceroy of India","IRA - was killed by the Provisional IRA in a boat bomb; was a senior British Royal and military figure","Bombing murder (IRA boat bomb)","Lord Mountbatten was killed when an IRA bomb exploded on his fishing boat off the coast of Mullaghmore in County Sligo Ireland; three others were also killed; the same day the IRA killed 18 British soldiers in an ambush at Warrenpoint Northern Ireland","Confirmed murder - Thomas McMahon convicted","https://en.wikipedia.org/wiki/Assassination_of_Lord_Mountbatten"
"1995-07-11","Srebrenica victims","Various","Bosnian Muslim men and boys","Bosnia - 8000 Bosniak Muslim men and boys were massacred by Bosnian Serb forces","Genocide","8000 Bosniak men and boys were systematically murdered by Bosnian Serb forces led by General Ratko Mladic in what became the worst atrocity in Europe since World War II; Dutch UN peacekeepers failed to prevent the massacre; the International Criminal Tribunal for the former Yugoslavia convicted Mladic and others","Genocide - Mladic and others convicted by international tribunal","https://en.wikipedia.org/wiki/Srebrenica_massacre"
"2020-06-01","Rayshard Brooks","27","Atlanta resident","Civil rights/police violence - was shot in the back while fleeing from police after falling asleep in a Wendy's drive-through","Shot by police officer","Black man was shot twice in the back by Atlanta police officer Garrett Rolfe after he grabbed a taser and ran from officers; Rolfe was initially charged with murder but charges were later dropped; sparked major protests in Atlanta","Officer charged then charges dropped - ongoing controversy","https://en.wikipedia.org/wiki/Shooting_of_Rayshard_Brooks"
"2015-04-12","Freddie Gray","25","Baltimore resident","Civil rights/police violence - suffered a severed spine in the back of a police van after his arrest","Spinal cord injury sustained in police van","Black man died after suffering a severed spinal cord while in the back of a Baltimore police van; six officers were charged; all were acquitted or had charges dropped; his death and the subsequent riots became a major focal point of the Black Lives Matter movement","All officers acquitted or charges dropped - major protests in Baltimore","https://en.wikipedia.org/wiki/Death_of_Freddie_Gray"
"2014-07-17","Eric Garner","43","New York resident","Civil rights/police violence - was placed in a chokehold by police while being arrested for selling loose cigarettes","Asphyxiation from chokehold during arrest","Black man died after NYPD officer Daniel Pantaleo placed him in a chokehold that medical examiners ruled a homicide; Garner said 'I can't breathe' eleven times; his last words became a rallying cry; the officer was not indicted by a grand jury and was not fired until 2019","Medical examiner: homicide - grand jury did not indict; officer fired 2019","https://en.wikipedia.org/wiki/Death_of_Eric_Garner"
"2014-08-09","Michael Brown","18","Ferguson Missouri resident","Civil rights/police violence - was shot by Officer Darren Wilson in Ferguson Missouri; his death sparked the Ferguson uprising","Shot by police officer","Black 18-year-old was shot and killed by Ferguson police officer Darren Wilson; the circumstances were disputed; a grand jury did not indict Wilson; a Department of Justice investigation cleared Wilson of civil rights charges but found systematic discrimination in the Ferguson Police Department","Grand jury did not indict - DOJ found systematic discrimination in Ferguson PD","https://en.wikipedia.org/wiki/Shooting_of_Michael_Brown"
"2012-02-26","Trayvon Martin","17","Florida teenager","Civil rights - was shot by neighborhood watch volunteer George Zimmerman while walking home","Shooting by neighborhood watch volunteer","17-year-old Black teenager was shot and killed by George Zimmerman a neighborhood watch volunteer in Sanford Florida while walking home from a convenience store; Zimmerman was acquitted on grounds of self-defense; the acquittal helped spark the founding of the Black Lives Matter movement","Zimmerman acquitted - Black Lives Matter movement began in response","https://en.wikipedia.org/wiki/Shooting_of_Trayvon_Martin"
"2023-02-25","Aaron Bushnell","25","US Air Force serviceman","Gaza war - set himself on fire outside the Israeli Embassy in Washington DC to protest US support for the Gaza war","Death by self-immolation as political protest","US Air Force serviceman set himself on fire outside the Israeli Embassy in Washington DC while shouting 'Free Palestine'; died from burns; left a statement describing the act as 'extreme action in the face of genocide'","Death by self-immolation - political protest","https://en.wikipedia.org/wiki/Aaron_Bushnell"
"2024-09-16","Sinead O'Connor","56","Irish singer and activist","Media/religious abuse - had controversially torn up a photo of Pope John Paul II on SNL in 1992 to protest Catholic Church child abuse; her career was destroyed while she was ultimately vindicated","Natural causes (died July 2023)","Irish singer who was widely condemned in 1992 for her protest against Catholic Church abuse but was later vindicated when the Church's child abuse scandal became fully known died in July 2023 of natural causes","Ruled natural","https://en.wikipedia.org/wiki/Sin%C3%A9ad_O%27Connor"
"2020-01-03","Abu Mahdi al-Muhandis","66","Iraqi paramilitary commander","Iraq/Iran - was commander of Iraq's Popular Mobilization Forces and a key Iranian proxy in Iraq","Killed in same US drone strike as Qasem Soleimani","Iraqi paramilitary commander was killed in the same US drone strike at Baghdad airport that killed Iranian General Soleimani; was commander of Iran-aligned Popular Mobilization Forces in Iraq; his killing was condemned by the Iraqi government","Confirmed US drone strike - killed alongside Soleimani","https://en.wikipedia.org/wiki/Abu_Mahdi_al-Muhandis"
"2021-08-29","Afghan drone strike victims","Unknown","Afghan civilians including children","Afghanistan - US drone strike killed civilians including children in the final days of the US withdrawal","Killed by US drone strike","In the chaotic final days of the US withdrawal from Afghanistan a US drone strike targeted what was believed to be an ISIS-K suicide bomber but killed a humanitarian worker Zemari Ahmadi and nine members of his family including seven children; the US initially defended the strike then admitted it was a tragic mistake","Confirmed wrongful killing - US admitted the strike killed civilians; no one charged","https://en.wikipedia.org/wiki/2021_Kabul_drone_strike"
"2004-04-04","Pat Tillman","27","NFL player turned Army Ranger","Military coverup - was killed by friendly fire in Afghanistan but the military covered up the true cause of death","Friendly fire from fellow soldiers (covered up as enemy action)","NFL star who gave up his career to join the Army Rangers after 9/11 was killed by friendly fire in Afghanistan; the US military initially told his family and the public he died heroically in an enemy ambush; the truth emerged later through an internal investigation; multiple officers were investigated but none prosecuted; his family accused the Army of a deliberate cover-up","Covered up initially - multiple officers investigated but none prosecuted","https://en.wikipedia.org/wiki/Pat_Tillman"
"2020-01-03","Qasem Soleimani","62","Iranian IRGC Quds Force commander","Iran/Iraq - was the most powerful military figure in Iran; the architect of Iran's regional proxy strategy","Killed by US drone strike at Baghdad airport","Iranian general and commander of the IRGC Quds Force was killed by a US drone strike at Baghdad International Airport; President Trump authorized the strike; Iran retaliated with missile strikes on US bases in Iraq; the killing was condemned by many as a violation of international law","Confirmed US military action - international legal controversy","https://en.wikipedia.org/wiki/Assassination_of_Qasem_Soleimani"
"2017-04-28","Journalists killed in Mexico 2017","Various","Mexican journalists","Mexico drug war - Mexico is the most dangerous country for journalists in the world outside active war zones","Various - murders and disappearances","Dozens of Mexican journalists are killed every year for reporting on drug cartels and government corruption; Mexico consistently ranks as one of the world's most dangerous countries for press freedom; between 2000 and 2023 over 150 journalists were killed in Mexico","Ongoing - impunity rate over 90% in Mexico","https://cpj.org/data/killed/?status=Killed&motiveConfirmed%5B%5D=Confirmed&country=Mexico&startYear=2017&endYear=2017&type%5B%5D=Journalist&cc_fips%5B%5D=MX&start=1&end=50"
"1994-04-06","Juvénal Habyarimana","57","President of Rwanda","Rwanda genocide - his plane was shot down triggering the Rwandan genocide that killed 800000 people","Assassination by missile attack","President of Rwanda was killed when his plane was shot down by missiles as it approached Kigali airport; his death is considered the trigger for the Rwandan genocide; both Hutu extremists and the RPF were accused of the shooting; an international investigation decades later implicated RPF forces","Confirmed assassination - trigger for genocide; perpetrators disputed","https://en.wikipedia.org/wiki/Assassination_of_Juvénal_Habyarimana"
"2023-04-01","Bakhmut soldiers","Various","Ukrainian and Russian soldiers at Bakhmut","Ukraine war - the most lethal single battle of the Ukraine war involving Prigozhin's Wagner forces","Killed in battle - Wagner's bloodiest campaign","The battle of Bakhmut from August 2022 to May 2023 resulted in enormous casualties on both sides; Wagner Group bore the heaviest burden; Prigozhin's outrage at Russian military commanders over the handling of Wagner casualties was a primary driver of his subsequent mutiny","Killed in battle - tens of thousands on both sides","https://en.wikipedia.org/wiki/Battle_of_Bakhmut"
"1968-01-01","Patrice Lumumba","35","First democratically elected Prime Minister of Congo","CIA/Belgium - his assassination was supported by the CIA and Belgian intelligence; he was killed months after Congolese independence","Murdered January 17 1961 - date corrected","Congo's first democratically elected PM was arrested tortured and executed with CIA and Belgian intelligence involvement in 1961; his death was covered up for years; Belgium formally apologized in 2002; CIA cables from 1960 show US officials plotting his death","Confirmed murder - CIA and Belgian intelligence involvement documented","https://en.wikipedia.org/wiki/Assassination_of_Patrice_Lumumba"
"2016-08-02","Shawn Lucas","38","Democratic process server","DNC lawsuit - was the process server who served the DNC with a lawsuit alleging fraud against Bernie Sanders supporters","Found dead on his bathroom floor of mixed drug intoxication","The Democratic process server who became famous for serving the DNC with the fraud lawsuit in a viral video was found dead on his bathroom floor by his girlfriend just weeks after the filing; medical examiner found a combination of drugs","Ruled accidental drug intoxication","https://en.wikipedia.org/wiki/Death_of_Shawn_Lucas"
"2015-09-30","Giulio Regeni","28","Italian doctoral researcher","Egypt - was conducting research on independent trade unions in Egypt; was abducted tortured and killed by Egyptian security forces","Torture and murder","Italian Cambridge University PhD student was abducted from the Cairo Metro on the anniversary of the Egyptian revolution; his body was found near Cairo showing signs of prolonged and brutal torture; Italian prosecutors charged five Egyptian security officials; Egypt denied any involvement for years before acknowledging its officials were connected","Confirmed torture murder by Egyptian security forces - Italian charges filed against five Egyptian officials","https://en.wikipedia.org/wiki/Murder_of_Giulio_Regeni"
